Customer,Date,Product weight,Product price,Gender,Branch/Locker,Location,InvoiceId
QED490692,2022-09-24,5.66,14150.0,F,G-Location 5,Yerevan,INV-84
PQM853381,2022-09-24,0.55,1375.0,M,G-Location 3,Yerevan,INV-85
TPG232824,2022-09-24,5.77,37505.0,F,G-Location 2,Yerevan,INV-86
FDY790226,2022-09-24,2.97,14850.000000000002,F,G-Location 4,Yerevan,INV-87
FLU304593,2022-09-24,3.1,15500.0,M,G-Location 1,Yerevan,INV-88
DPM216474,2022-09-24,3.7,22200.0,M,G-Location 3,Yerevan,INV-89
DSH479145,2022-09-24,5.62,33720.0,F,G-Location 5,Yerevan,INV-90
KHI765884,2022-09-24,0.33,660.0,M,G-Location 1,Yerevan,INV-91
ZDX997459,2022-09-24,3.65,23725.0,M,G-Location 5,Yerevan,INV-92
MJW793633,2022-09-24,1.93,11580.0,M,G-Location 4,Yerevan,INV-93
QDA819257,2022-09-24,5.4,32400.000000000004,F,G-Location 4,Yerevan,INV-94
KFO384540,2022-09-24,4.68,11700.0,M,G-Location 2,Yerevan,INV-95
AGT874841,2022-09-24,5.33,29315.0,M,G-Location 1,Yerevan,INV-96
LOD209635,2022-09-24,1.46,11680.0,M,G-Location 5,Yerevan,INV-97
ESQ409197,2022-09-24,4.03,24180.0,F,G-Location 3,Yerevan,INV-98
PII838056,2022-09-24,6.34,34870.0,M,G-Location 4,Yerevan,INV-99
VCI459413,2022-09-24,7.34,58720.0,M,G-Location 1,Yerevan,INV-100
TIU134878,2022-09-25,2.72,13600.000000000002,M,G-Location 2,Yerevan,INV-1
PRQ565876,2022-09-25,3.91,9775.0,F,G-Location 3,Yerevan,INV-2
CPK780570,2022-09-25,1.95,9750.0,F,G-Location 4,Yerevan,INV-3
DDZ389058,2022-09-25,1.48,8880.0,F,G-Location 2,Yerevan,INV-4
YYY799208,2022-09-25,4.23,25380.000000000004,M,G-Location 2,Yerevan,INV-5
QRM459277,2022-09-25,2.44,4880.0,F,G-Location 1,Yerevan,INV-6
NOE489711,2022-09-25,7.55,15100.0,F,G-Location 5,Yerevan,INV-7
JMP850605,2022-09-25,6.62,43030.0,M,G-Location 2,Yerevan,INV-8
YHH500691,2022-09-25,3.57,28560.0,M,G-Location 3,Yerevan,INV-9
ECZ911304,2022-09-25,4.31,23704.999999999996,M,G-Location 1,Yerevan,INV-10
KZE195215,2022-09-25,6.51,32550.0,F,G-Location 2,Yerevan,INV-11
XLV197396,2022-09-25,3.75,22500.0,F,G-Location 3,Yerevan,INV-12
VAK166047,2022-09-25,0.86,2150.0,M,G-Location 4,Yerevan,INV-13
FVX520699,2022-09-25,6.15,30750.0,F,G-Location 5,Yerevan,INV-14
PTK355762,2022-09-25,3.76,9400.0,M,G-Location 5,Yerevan,INV-15
WKD840374,2022-09-25,4.37,10925.0,M,G-Location 1,Yerevan,INV-16
GNF139463,2022-09-25,6.16,15400.0,F,G-Location 1,Yerevan,INV-17
SQP659692,2022-09-25,0.55,2750.0,M,G-Location 2,Yerevan,INV-18
BTM998553,2022-09-25,3.72,22320.0,M,G-Location 4,Yerevan,INV-19
USA327924,2022-09-25,3.59,23335.0,M,G-Location 4,Yerevan,INV-20
GUS776209,2022-09-25,6.53,32650.0,M,G-Location 2,Yerevan,INV-21
PGJ561196,2022-09-25,0.31,2480.0,F,G-Location 5,Yerevan,INV-22
JME591769,2022-09-25,7.46,44760.0,F,G-Location 1,Yerevan,INV-23
GZB122662,2022-09-25,6.97,41820.0,M,G-Location 3,Yerevan,INV-24
DKJ815708,2022-09-25,6.5,13000.0,F,G-Location 2,Yerevan,INV-25
GNP641967,2022-09-25,3.51,22815.0,M,G-Location 3,Yerevan,INV-26
KMW597829,2022-09-25,4.24,33920.0,M,G-Location 5,Yerevan,INV-27
OKO420340,2022-09-25,0.86,4730.0,M,G-Location 1,Yerevan,INV-28
UIZ678826,2022-09-25,6.87,13740.0,F,G-Location 4,Yerevan,INV-29
QKY428055,2022-09-25,7.99,43945.0,F,G-Location 4,Yerevan,INV-30
UEJ582079,2022-09-25,1.59,3975.0,F,G-Location 1,Yerevan,INV-31
PBB996663,2022-09-25,7.52,37600.0,M,G-Location 1,Yerevan,INV-32
WYD919115,2022-09-25,3.48,20880.0,M,G-Location 3,Yerevan,INV-33
ZOY338975,2022-09-25,1.79,11635.0,F,G-Location 2,Yerevan,INV-34
KGE585650,2022-09-25,2.95,5900.0,F,G-Location 4,Yerevan,INV-35
AIW315404,2022-09-25,3.88,21340.0,F,G-Location 1,Yerevan,INV-36
OUC402638,2022-09-25,7.07,35350.0,F,G-Location 2,Yerevan,INV-37
QPQ991491,2022-09-25,0.69,4485.0,M,G-Location 4,Yerevan,INV-38
RPN121146,2022-09-25,2.03,10149.999999999998,M,G-Location 3,Yerevan,INV-39
DPM216474,2022-09-25,2.17,14105.0,M,G-Location 2,Yerevan,INV-40
UCA347124,2022-09-25,7.22,39710.0,F,G-Location 5,Yerevan,INV-41
YDX604681,2022-09-25,6.09,36540.0,M,G-Location 2,Yerevan,INV-42
EXL262757,2022-09-25,1.15,2875.0,M,G-Location 5,Yerevan,INV-43
ELT201273,2022-09-25,0.53,1060.0,M,G-Location 1,Yerevan,INV-44
WOF311563,2022-09-25,3.07,18420.0,M,G-Location 4,Yerevan,INV-45
JNP624987,2022-09-25,2.34,11700.0,M,G-Location 3,Yerevan,INV-46
ZSW463896,2022-09-25,5.66,14150.0,F,G-Location 3,Yerevan,INV-47
KOX275550,2022-09-25,2.96,7400.0,F,G-Location 3,Yerevan,INV-48
XWM364845,2022-09-25,6.35,41275.0,M,G-Location 3,Yerevan,INV-49
MMP339096,2022-09-25,2.45,19600.0,M,G-Location 1,Yerevan,INV-50
XFE779855,2022-09-25,1.02,5610.0,F,G-Location 3,Yerevan,INV-51
JHL380158,2022-09-25,5.56,36140.0,M,G-Location 2,Yerevan,INV-52
SMJ881835,2022-09-25,4.67,28020.0,F,G-Location 3,Yerevan,INV-53
BAB628883,2022-09-25,6.2,12400.0,M,G-Location 5,Yerevan,INV-54
SRA645948,2022-09-25,3.94,7880.0,F,G-Location 1,Yerevan,INV-55
HSG986710,2022-09-25,1.14,2849.9999999999995,M,G-Location 4,Yerevan,INV-56
BDX883407,2022-09-25,3.76,7520.0,F,G-Location 2,Yerevan,INV-57
GNB475317,2022-09-25,3.86,19300.0,M,G-Location 4,Yerevan,INV-58
ESQ409197,2022-09-25,3.08,18480.0,F,G-Location 5,Yerevan,INV-59
FON598831,2022-09-25,0.93,5580.0,F,G-Location 1,Yerevan,INV-60
OZT964046,2022-09-25,7.78,42790.0,M,G-Location 3,Yerevan,INV-61
QCL821581,2022-09-25,1.33,3325.0,M,G-Location 1,Yerevan,INV-62
ZFZ316415,2022-09-25,1.97,10835.0,F,G-Location 5,Yerevan,INV-63
KEO341839,2022-09-25,0.3,2400.0,M,G-Location 1,Yerevan,INV-64
ZRJ757323,2022-09-25,4.02,20099.999999999996,M,G-Location 1,Yerevan,INV-65
CYZ503472,2022-09-25,7.95,39750.0,F,G-Location 2,Yerevan,INV-66
KAR169433,2022-09-25,7.01,14020.0,F,G-Location 1,Yerevan,INV-67
XIZ700533,2022-09-25,1.24,7440.0,M,G-Location 1,Yerevan,INV-68
DHU148547,2022-09-25,5.14,33410.0,M,G-Location 3,Yerevan,INV-69
AQQ525310,2022-09-25,7.2,39600.0,M,G-Location 1,Yerevan,INV-70
BVI740616,2022-09-25,7.91,51415.0,M,G-Location 2,Yerevan,INV-71
DSY362733,2022-09-25,2.37,4740.0,M,G-Location 5,Yerevan,INV-72
PKU132764,2022-09-25,5.69,36985.0,M,G-Location 4,Yerevan,INV-73
IYC761557,2022-09-25,0.23,1265.0,F,G-Location 1,Yerevan,INV-74
CEK851865,2022-09-25,7.56,49140.0,M,G-Location 3,Yerevan,INV-75
KIE673987,2022-09-25,2.5,13750.0,F,G-Location 4,Yerevan,INV-76
UHS159670,2022-09-25,4.99,9980.0,F,G-Location 5,Yerevan,INV-77
NPI842489,2022-09-25,1.11,8880.0,M,G-Location 5,Yerevan,INV-78
AYJ890434,2022-09-25,0.84,2100.0,M,G-Location 3,Yerevan,INV-79
KAT952209,2022-09-25,7.17,57360.0,F,G-Location 3,Yerevan,INV-80
XXQ141466,2022-09-25,5.7,14250.0,F,G-Location 4,Yerevan,INV-81
ZAE153002,2022-09-25,5.41,27050.0,M,G-Location 5,Yerevan,INV-82
MHF949780,2022-09-25,6.89,13780.0,F,G-Location 5,Yerevan,INV-83
TXB373754,2022-09-25,1.32,6600.0,M,G-Location 5,Yerevan,INV-84
UUN401221,2022-09-25,5.57,11140.0,F,G-Location 3,Yerevan,INV-85
AIW315404,2022-09-25,4.49,8980.0,F,G-Location 5,Yerevan,INV-86
RFG429951,2022-09-25,2.64,21120.0,F,G-Location 3,Yerevan,INV-87
LKW771312,2022-09-25,2.64,14520.0,M,G-Location 4,Yerevan,INV-88
DXS670388,2022-09-25,4.56,27359.999999999996,F,G-Location 1,Yerevan,INV-89
XZE513763,2022-09-25,0.93,5580.0,F,G-Location 5,Yerevan,INV-90
LKW771312,2022-09-25,2.39,4780.0,M,G-Location 5,Yerevan,INV-91
WYC232788,2022-09-25,4.43,22150.0,F,G-Location 2,Yerevan,INV-92
CGA875743,2022-09-25,4.69,28140.000000000004,M,G-Location 5,Yerevan,INV-93
TAC940462,2022-09-25,2.85,17100.0,M,G-Location 5,Yerevan,INV-94
HKT865055,2022-09-25,4.16,8320.0,M,G-Location 4,Yerevan,INV-95
QPQ991491,2022-09-25,5.62,33720.0,F,G-Location 5,Yerevan,INV-96
NUZ596095,2022-09-25,7.66,42130.0,M,G-Location 4,Yerevan,INV-97
BJS968661,2022-09-25,0.14,840.0000000000001,F,G-Location 2,Yerevan,INV-98
UTQ438172,2022-09-25,1.45,9425.0,F,G-Location 2,Yerevan,INV-99
CSI865418,2022-09-25,3.51,28080.0,M,G-Location 5,Yerevan,INV-100
VLR624526,2022-09-26,4.24,33920.0,F,G-Location 5,Yerevan,INV-1
VXY168702,2022-09-26,3.77,24505.0,F,G-Location 3,Yerevan,INV-2
JNI412629,2022-09-26,2.87,5740.0,M,G-Location 3,Yerevan,INV-3
STV140800,2022-09-26,1.24,3100.0,F,G-Location 2,Yerevan,INV-4
AYD440566,2022-09-26,3.82,24830.0,F,G-Location 3,Yerevan,INV-5
INQ474661,2022-09-26,5.38,13450.0,F,G-Location 1,Yerevan,INV-6
DEH148616,2022-09-26,2.86,14300.0,F,G-Location 2,Yerevan,INV-7
PTW486627,2022-09-26,2.89,23120.0,F,G-Location 4,Yerevan,INV-8
JBB483918,2022-09-26,5.71,28550.0,M,G-Location 4,Yerevan,INV-9
UFE842214,2022-09-26,5.65,36725.0,F,G-Location 5,Yerevan,INV-10
BLT752388,2022-09-26,0.48,3120.0,F,G-Location 4,Yerevan,INV-11
HPI478895,2022-09-26,4.87,26785.0,M,G-Location 5,Yerevan,INV-12
STA784956,2022-09-26,6.11,33605.0,F,G-Location 1,Yerevan,INV-13
LCZ741719,2022-09-26,0.74,4440.0,F,G-Location 4,Yerevan,INV-14
ZDJ816990,2022-09-26,1.22,6100.0,M,G-Location 2,Yerevan,INV-15
BAB628883,2022-09-26,2.18,17440.0,F,G-Location 5,Yerevan,INV-16
PKK405272,2022-09-26,6.23,34265.0,M,G-Location 3,Yerevan,INV-17
JWA426555,2022-09-26,0.1,200.0,M,G-Location 3,Yerevan,INV-18
NSJ757024,2022-09-26,6.93,55440.0,F,G-Location 2,Yerevan,INV-19
UZE159125,2022-09-26,0.29,725.0,F,G-Location 1,Yerevan,INV-20
BHP462442,2022-09-26,4.77,28619.999999999996,M,G-Location 3,Yerevan,INV-21
ZUS529606,2022-09-26,4.24,10600.0,F,G-Location 3,Yerevan,INV-22
PKF240886,2022-09-26,3.15,6300.0,F,G-Location 5,Yerevan,INV-23
GUG501450,2022-09-26,7.6,15200.0,M,G-Location 5,Yerevan,INV-24
HPI478895,2022-09-26,7.61,38050.0,F,G-Location 5,Yerevan,INV-25
ORC292177,2022-09-26,5.57,33420.0,M,G-Location 5,Yerevan,INV-26
RQH847088,2022-09-26,5.22,26100.0,F,G-Location 2,Yerevan,INV-27
CSS731785,2022-09-26,5.84,46720.0,M,G-Location 2,Yerevan,INV-28
TTF363856,2022-09-26,2.37,14220.0,F,G-Location 1,Yerevan,INV-29
IAO569998,2022-09-26,5.94,38610.0,F,G-Location 4,Yerevan,INV-30
TVC557281,2022-09-26,1.09,6540.000000000001,F,G-Location 4,Yerevan,INV-31
QZT944242,2022-09-26,5.28,31680.0,F,G-Location 3,Yerevan,INV-32
CHO530269,2022-09-26,4.32,23760.0,M,G-Location 1,Yerevan,INV-33
AKI859017,2022-09-26,7.78,15560.0,M,G-Location 2,Yerevan,INV-34
ALH767410,2022-09-26,7.78,15560.0,M,G-Location 3,Yerevan,INV-35
TKY597084,2022-09-26,7.69,19225.0,M,G-Location 4,Yerevan,INV-36
DJS936594,2022-09-26,2.46,12300.0,F,G-Location 4,Yerevan,INV-37
WOD690746,2022-09-26,7.34,18350.0,F,G-Location 5,Yerevan,INV-38
DDJ147140,2022-09-26,7.59,37950.0,M,G-Location 1,Yerevan,INV-39
YDP844301,2022-09-26,3.83,19150.0,M,G-Location 5,Yerevan,INV-40
DFG414695,2022-09-26,0.72,1800.0,M,G-Location 5,Yerevan,INV-41
XQL834885,2022-09-26,7.98,47880.0,M,G-Location 5,Yerevan,INV-42
HVN804788,2022-09-26,4.78,38240.0,F,G-Location 5,Yerevan,INV-43
JYB767275,2022-09-26,4.46,11150.0,M,G-Location 2,Yerevan,INV-44
CJJ781298,2022-09-26,5.53,33180.0,M,G-Location 2,Yerevan,INV-45
XHP465840,2022-09-26,5.16,41280.0,M,G-Location 4,Yerevan,INV-46
DNS681659,2022-09-26,1.72,3440.0,M,G-Location 1,Yerevan,INV-47
AZQ539832,2022-09-26,4.21,21050.0,M,G-Location 5,Yerevan,INV-48
ZIT549457,2022-09-26,0.28,560.0,F,G-Location 5,Yerevan,INV-49
YKV825201,2022-09-26,0.72,1440.0,M,G-Location 2,Yerevan,INV-50
OIF801918,2022-09-26,2.8,16800.0,F,G-Location 5,Yerevan,INV-51
IMR295970,2022-09-26,5.41,35165.0,F,G-Location 5,Yerevan,INV-52
NER960394,2022-09-26,7.64,49660.0,F,G-Location 5,Yerevan,INV-53
OHL593381,2022-09-26,7.77,42735.0,M,G-Location 3,Yerevan,INV-54
YFM720978,2022-09-26,3.35,26800.0,M,G-Location 4,Yerevan,INV-55
ORR843404,2022-09-26,6.45,12900.0,F,G-Location 3,Yerevan,INV-56
DKJ815708,2022-09-26,1.18,6490.0,F,G-Location 5,Yerevan,INV-57
XAV609194,2022-09-26,6.14,49120.0,M,G-Location 2,Yerevan,INV-58
NXP999818,2022-09-26,6.63,43095.0,F,G-Location 2,Yerevan,INV-59
PVM909377,2022-09-26,4.7,28200.0,F,G-Location 5,Yerevan,INV-60
QUG120466,2022-09-26,3.01,24080.0,F,G-Location 5,Yerevan,INV-61
CHX120138,2022-09-26,1.9,12350.0,F,G-Location 2,Yerevan,INV-62
TCC531741,2022-09-26,0.79,1975.0,M,G-Location 4,Yerevan,INV-63
TPK429267,2022-09-26,7.81,50765.0,F,G-Location 4,Yerevan,INV-64
BYX515182,2022-09-26,2.46,19680.0,M,G-Location 1,Yerevan,INV-65
TOZ944692,2022-09-26,6.11,36660.0,M,G-Location 2,Yerevan,INV-66
MBA274150,2022-09-26,2.17,17360.0,F,G-Location 4,Yerevan,INV-67
FWP182898,2022-09-26,5.99,32945.0,M,G-Location 2,Yerevan,INV-68
NST739614,2022-09-26,5.05,27775.0,F,G-Location 4,Yerevan,INV-69
YHH500691,2022-09-26,7.61,19025.0,M,G-Location 3,Yerevan,INV-70
XFM246886,2022-09-26,1.35,8100.000000000001,M,G-Location 1,Yerevan,INV-71
QYV196131,2022-09-26,5.12,30720.0,M,G-Location 3,Yerevan,INV-72
IMJ837275,2022-09-26,1.33,8645.0,M,G-Location 1,Yerevan,INV-73
GIQ281240,2022-09-26,3.83,7660.0,M,G-Location 2,Yerevan,INV-74
VYH919065,2022-09-26,1.41,8460.0,M,G-Location 5,Yerevan,INV-75
DLU311957,2022-09-26,1.85,14800.0,F,G-Location 4,Yerevan,INV-76
IJB418498,2022-09-26,5.26,42080.0,F,G-Location 1,Yerevan,INV-77
YHC768246,2022-09-26,1.51,9815.0,M,G-Location 1,Yerevan,INV-78
KVO444312,2022-09-26,0.72,4680.0,F,G-Location 2,Yerevan,INV-79
MGA990479,2022-09-26,7.99,19975.0,F,G-Location 1,Yerevan,INV-80
ATU979965,2022-09-26,2.71,6775.0,F,G-Location 1,Yerevan,INV-81
LKW771312,2022-09-26,5.43,27150.0,F,G-Location 1,Yerevan,INV-82
EFD613399,2022-09-26,1.42,8520.0,M,G-Location 5,Yerevan,INV-83
DVX555220,2022-09-26,1.18,7670.0,F,G-Location 1,Yerevan,INV-84
MLW210470,2022-09-26,1.02,6630.0,F,G-Location 5,Yerevan,INV-85
MHG782739,2022-09-26,3.04,15200.0,F,G-Location 2,Yerevan,INV-86
CPF624854,2022-09-26,5.28,13200.0,M,G-Location 2,Yerevan,INV-87
HAB911842,2022-09-26,0.26,1430.0,M,G-Location 3,Yerevan,INV-88
DWD461553,2022-09-26,2.62,6550.0,F,G-Location 4,Yerevan,INV-89
IQM101114,2022-09-26,0.95,1900.0,F,G-Location 3,Yerevan,INV-90
PIU288170,2022-09-26,0.14,840.0000000000001,F,G-Location 3,Yerevan,INV-91
JAM850980,2022-09-26,2.66,21280.0,F,G-Location 1,Yerevan,INV-92
JBF765011,2022-09-26,6.24,34320.0,M,G-Location 2,Yerevan,INV-93
ODX805149,2022-09-26,3.25,8125.0,M,G-Location 3,Yerevan,INV-94
VIV931912,2022-09-26,0.58,3190.0,M,G-Location 1,Yerevan,INV-95
URX677365,2022-09-26,7.04,35200.0,F,G-Location 5,Yerevan,INV-96
PQP798737,2022-09-26,0.57,2849.9999999999995,F,G-Location 5,Yerevan,INV-97
ZQE879793,2022-09-26,3.74,7480.0,M,G-Location 2,Yerevan,INV-98
OIR987251,2022-09-26,4.08,26520.0,F,G-Location 4,Yerevan,INV-99
QDC919295,2022-09-26,4.37,34960.0,F,G-Location 5,Yerevan,INV-100
MSN963958,2022-09-27,2.16,10800.0,M,G-Location 3,Yerevan,INV-1
IJU447576,2022-09-27,5.33,26650.0,F,G-Location 5,Yerevan,INV-2
TIP782100,2022-09-27,2.8,18200.0,M,G-Location 4,Yerevan,INV-3
YHH500691,2022-09-27,3.8,30400.0,F,G-Location 3,Yerevan,INV-4
MVV628502,2022-09-27,5.16,28380.0,M,G-Location 3,Yerevan,INV-5
JNA558489,2022-09-27,3.82,19100.0,F,G-Location 2,Yerevan,INV-6
VYH919065,2022-09-27,7.35,47775.0,M,G-Location 2,Yerevan,INV-7
HGH328264,2022-09-27,1.95,12675.0,F,G-Location 1,Yerevan,INV-8
ZAB368134,2022-09-27,1.37,3425.0000000000005,M,G-Location 5,Yerevan,INV-9
QMD617277,2022-09-27,7.74,15480.0,F,G-Location 5,Yerevan,INV-10
PGV723476,2022-09-27,2.22,14430.000000000002,F,G-Location 5,Yerevan,INV-11
MKG256657,2022-09-27,4.33,34640.0,M,G-Location 2,Yerevan,INV-12
DXY766150,2022-09-27,4.19,23045.000000000004,M,G-Location 3,Yerevan,INV-13
SZF595134,2022-09-27,3.54,28320.0,F,G-Location 4,Yerevan,INV-14
VCI459413,2022-09-27,5.33,26650.0,M,G-Location 4,Yerevan,INV-15
HSG986710,2022-09-27,5.78,34680.0,M,G-Location 2,Yerevan,INV-16
SSF575349,2022-09-27,5.75,14375.0,F,G-Location 2,Yerevan,INV-17
UCG525096,2022-09-27,4.08,20400.0,F,G-Location 2,Yerevan,INV-18
WYQ381586,2022-09-27,1.97,3940.0,F,G-Location 4,Yerevan,INV-19
KCO883639,2022-09-27,3.19,25520.0,M,G-Location 5,Yerevan,INV-20
XKB428827,2022-09-27,7.26,47190.0,F,G-Location 2,Yerevan,INV-21
LJJ431635,2022-09-27,3.94,19700.0,F,G-Location 5,Yerevan,INV-22
BEN757039,2022-09-27,5.85,35100.0,M,G-Location 3,Yerevan,INV-23
AZP596115,2022-09-27,1.56,12480.0,M,G-Location 4,Yerevan,INV-24
END433846,2022-09-27,1.52,8360.0,M,G-Location 1,Yerevan,INV-25
YGE876658,2022-09-27,0.81,4455.0,M,G-Location 4,Yerevan,INV-26
QPI587237,2022-09-27,1.85,10175.0,M,G-Location 1,Yerevan,INV-27
AEH692940,2022-09-27,1.59,3180.0,M,G-Location 4,Yerevan,INV-28
KEO341839,2022-09-27,2.72,16320.000000000002,F,G-Location 4,Yerevan,INV-29
UNM226411,2022-09-27,2.18,11990.0,F,G-Location 3,Yerevan,INV-30
FZT272291,2022-09-27,3.12,15600.0,F,G-Location 2,Yerevan,INV-31
QRI951948,2022-09-27,3.13,20345.0,M,G-Location 5,Yerevan,INV-32
JMR200933,2022-09-27,5.79,14475.0,M,G-Location 4,Yerevan,INV-33
DIC827080,2022-09-27,1.88,3760.0,M,G-Location 1,Yerevan,INV-34
UFI720488,2022-09-27,3.49,22685.0,F,G-Location 2,Yerevan,INV-35
TFS265734,2022-09-27,5.08,10160.0,F,G-Location 3,Yerevan,INV-36
ALN161735,2022-09-27,7.95,15900.0,F,G-Location 1,Yerevan,INV-37
YDJ914747,2022-09-27,6.43,12860.0,M,G-Location 4,Yerevan,INV-38
FQE362660,2022-09-27,2.4,6000.0,F,G-Location 2,Yerevan,INV-39
BSR434672,2022-09-27,6.85,54800.0,M,G-Location 4,Yerevan,INV-40
GMM734798,2022-09-27,7.77,15540.0,F,G-Location 1,Yerevan,INV-41
BRC715411,2022-09-27,0.95,5700.0,M,G-Location 5,Yerevan,INV-42
GQN438783,2022-09-27,3.25,21125.0,F,G-Location 4,Yerevan,INV-43
MUN988629,2022-09-27,4.99,27445.0,F,G-Location 5,Yerevan,INV-44
WUZ750098,2022-09-27,3.26,17930.0,F,G-Location 2,Yerevan,INV-45
SFM109363,2022-09-27,7.24,43440.0,M,G-Location 1,Yerevan,INV-46
LMW699567,2022-09-27,0.59,2950.0,M,G-Location 2,Yerevan,INV-47
MZT613863,2022-09-27,0.82,4920.0,M,G-Location 3,Yerevan,INV-48
RVO146634,2022-09-27,1.56,10140.0,M,G-Location 5,Yerevan,INV-49
PYG175767,2022-09-27,3.73,29840.0,F,G-Location 2,Yerevan,INV-50
NXP103148,2022-09-27,2.77,16620.0,F,G-Location 2,Yerevan,INV-51
WTT603030,2022-09-27,1.96,15680.0,M,G-Location 3,Yerevan,INV-52
TST603776,2022-09-27,3.72,22320.0,F,G-Location 4,Yerevan,INV-53
HZI224546,2022-09-27,5.41,27050.0,M,G-Location 5,Yerevan,INV-54
PSR310193,2022-09-27,5.63,33780.0,F,G-Location 4,Yerevan,INV-55
ZMN949652,2022-09-27,2.98,23840.0,F,G-Location 1,Yerevan,INV-56
XFA886209,2022-09-27,4.15,20750.0,F,G-Location 3,Yerevan,INV-57
WUD919945,2022-09-27,2.98,5960.0,M,G-Location 3,Yerevan,INV-58
SCK314236,2022-09-27,7.83,15660.0,F,G-Location 2,Yerevan,INV-59
IGV500087,2022-09-27,5.91,35460.0,F,G-Location 5,Yerevan,INV-60
SJF660579,2022-09-27,1.69,10985.0,M,G-Location 1,Yerevan,INV-61
BHN672148,2022-09-27,6.41,35255.0,M,G-Location 3,Yerevan,INV-62
JBA155523,2022-09-27,1.91,4775.0,F,G-Location 5,Yerevan,INV-63
DDJ147140,2022-09-27,6.13,33715.0,F,G-Location 1,Yerevan,INV-64
VKE541154,2022-09-27,4.37,21850.0,M,G-Location 1,Yerevan,INV-65
DHU148547,2022-09-27,6.35,50800.0,F,G-Location 3,Yerevan,INV-66
AJJ244794,2022-09-27,7.41,37050.0,F,G-Location 2,Yerevan,INV-67
FAG445275,2022-09-27,4.8,9600.0,F,G-Location 2,Yerevan,INV-68
SGB613344,2022-09-27,6.03,33165.0,F,G-Location 1,Yerevan,INV-69
JZI636947,2022-09-27,6.37,31850.0,F,G-Location 3,Yerevan,INV-70
UWQ634229,2022-09-27,1.69,3380.0,F,G-Location 1,Yerevan,INV-71
BEN757039,2022-09-27,7.89,43395.0,M,G-Location 2,Yerevan,INV-72
ROV686973,2022-09-27,3.41,17050.0,F,G-Location 5,Yerevan,INV-73
EHW147864,2022-09-27,5.74,28700.0,F,G-Location 3,Yerevan,INV-74
OGV772540,2022-09-27,1.92,11520.0,M,G-Location 5,Yerevan,INV-75
SLQ868206,2022-09-27,1.27,6350.0,M,G-Location 4,Yerevan,INV-76
IFC715212,2022-09-27,3.98,9950.0,F,G-Location 4,Yerevan,INV-77
GZR758077,2022-09-27,2.53,13914.999999999998,F,G-Location 3,Yerevan,INV-78
VCP731184,2022-09-27,3.43,17150.0,F,G-Location 3,Yerevan,INV-79
QCF140668,2022-09-27,0.72,4680.0,F,G-Location 2,Yerevan,INV-80
NVR183208,2022-09-27,5.95,11900.0,F,G-Location 3,Yerevan,INV-81
PYG175767,2022-09-27,4.27,10674.999999999998,M,G-Location 4,Yerevan,INV-82
ROO490310,2022-09-27,1.43,11440.0,M,G-Location 3,Yerevan,INV-83
MAT301238,2022-09-27,4.78,31070.0,F,G-Location 5,Yerevan,INV-84
XKB428827,2022-09-27,4.94,24700.000000000004,F,G-Location 3,Yerevan,INV-85
PZE355855,2022-09-27,4.82,9640.0,F,G-Location 2,Yerevan,INV-86
ALD469417,2022-09-27,0.13,780.0,F,G-Location 4,Yerevan,INV-87
DUP552666,2022-09-27,2.99,19435.0,F,G-Location 5,Yerevan,INV-88
UIT361774,2022-09-27,7.6,19000.0,M,G-Location 4,Yerevan,INV-89
CRD983738,2022-09-27,6.93,17325.0,M,G-Location 3,Yerevan,INV-90
FQF560662,2022-09-27,1.59,10335.0,M,G-Location 4,Yerevan,INV-91
YCA625798,2022-09-27,6.74,16850.0,M,G-Location 1,Yerevan,INV-92
MGW471654,2022-09-27,4.56,27359.999999999996,M,G-Location 3,Yerevan,INV-93
XTG502882,2022-09-27,0.17,1105.0,M,G-Location 4,Yerevan,INV-94
FEU948690,2022-09-27,1.81,9050.0,F,G-Location 1,Yerevan,INV-95
TGS205263,2022-09-27,2.33,11650.0,M,G-Location 1,Yerevan,INV-96
QMD617277,2022-09-27,7.81,50765.0,F,G-Location 1,Yerevan,INV-97
BHN672148,2022-09-27,5.46,43680.0,F,G-Location 5,Yerevan,INV-98
PQM396263,2022-09-27,1.48,2960.0,F,G-Location 5,Yerevan,INV-99
EZV598566,2022-09-27,1.73,4325.0,M,G-Location 1,Yerevan,INV-100
ZRR984014,2022-09-28,3.59,28720.0,F,G-Location 3,Yerevan,INV-1
PLI654471,2022-09-28,0.61,3050.0,F,G-Location 5,Yerevan,INV-2
IJD725802,2022-09-28,1.87,14960.0,M,G-Location 1,Yerevan,INV-3
EIG367794,2022-09-28,1.42,7100.0,M,G-Location 4,Yerevan,INV-4
UHD143418,2022-09-28,1.64,13120.0,F,G-Location 3,Yerevan,INV-5
RKS483240,2022-09-28,0.82,4920.0,F,G-Location 2,Yerevan,INV-6
JVU479813,2022-09-28,5.18,10360.0,F,G-Location 1,Yerevan,INV-7
QPV871135,2022-09-28,3.49,8725.0,M,G-Location 4,Yerevan,INV-8
PGJ561196,2022-09-28,0.47,2820.0,M,G-Location 3,Yerevan,INV-9
NJX784939,2022-09-28,3.02,7550.0,F,G-Location 3,Yerevan,INV-10
LKW771312,2022-09-28,7.21,43260.0,M,G-Location 2,Yerevan,INV-11
CAE329000,2022-09-28,1.59,9540.0,F,G-Location 4,Yerevan,INV-12
